11101237,베스티안병원,종합병원,02-3452-7575,(135998),서울특별시 강남구 도곡로 429,2,2
11101245,충무병원,종합병원,02-2678-0001,(150034),서울특별시 영등포구 영등포로36길 13,1,3
11101253,원진재단부설녹색병원,종합병원,02-490-2000,(131831),서울특별시 중랑구 사가정로49길 53,1,2
11101261,우리들병원,종합병원,02-513-8000,(135951),서울특별시 강남구 학동로 445,2,1
11101270,강동경희대학교의대병원,종합병원,02-440-7114,(134727),서울특별시 강동구 동남로 892,2,1
11101288,양지병원,종합병원,02-887-6001,(151852),서울특별시 관악구 남부순환로 1636,2,3
11101296,한국원자력의학원원자력병원,종합병원,02-970-2114,(139706),서울특별시 노원구 노원로 75,2,2
11101318,국립중앙의료원,종합병원,02-2265-9131,(100799),서울특별시 중구 을지로 245,2,2
11101326,서울특별시서울의료원,종합병원,02-2276-7000,(131865),서울특별시 중랑구 신내로 156,3,1
11101334,부민병원,종합병원,02-1577-7582,(157930),서울특별시 강서구 공항대로 389,2,3
11200278,서울특별시서북병원,병원,02-3156-3000,(122904),서울특별시 은평구 갈현로7길 49,3,1
11200286,서울특별시은평병원,병원,02-300-8114,(122913),서울특별시 은평구 백련산로 90,2,1
11200545,서울특별시어린이병원,병원,02-570-8000,(137180),서울특별시 서초구 헌릉로 260,1,1
11200669,한서병원,병원,02-555-5851-2,(135920),서울특별시 강남구 논현로86길 21,1,4
11200766,의료법인우신향병원,병원,02-926-7505,(136075),서울특별시 성북구 안암로 99,1,1
11200961,사랑의병원,병원,02-880-0106,(151848),서울특별시 관악구 남부순환로 1860,1,3
11201622,이영순병원,병원,02-857-2001-3,(153868),서울특별시 금천구 독산로 362,4,5
11201703,의료법인인봉의료재단영등포병원,병원,02-2632-0013,(150804),서울특별시 영등포구 당산로31길 10,4,3
11201746,서울송도병원,병원,02-2231-0900,(100830),서울특별시 중구 다산로 78,1,3
11201754,서울대윤병원,병원,02-841-0101-3,(150050),서울특별시 영등포구 영등포로 358,1,3
11202041,최차혜병원,병원,02-463-2311,(143916),서울특별시 광진구 동일로30길 9,3,2
11202181,마리아수녀회도티기념병원,병원,02-351-2300,(122906),서울특별시 은평구 백련산로14길 20-11,2,3
11202220,성신병원,병원,02-986-1313,(142812),서울특별시 강북구 도봉로 181,1,2
11202262,의료법인건양의료재단김안과병원,병원,02-1577-2639,(150034),서울특별시 영등포구 영신로 136,1,1
11202351,해정병원,병원,02-730-5191,(110300),서울특별시 종로구 인사동길 35-4,5,2
11202459,미즈메디병원,병원,02-3467-3811,(135500),서울특별시 강남구 도곡로 452,1,1
11202483,국립재활원재활병원,병원,02-901-1511,(142884),서울특별시 강북구 삼각산로 58,2,1
11202505,유광사여성병원,병원,02-2608-1011,(157010),서울특별시 강서구 강서로 194,2,4
11202599,의료법인다나의료재단구로성모병원,병원,02-2613-8001,(152815),서울특별시 구로구 개봉로 126,1,3
11202874,인정병원,병원,02-309-0909,(122927),서울특별시 은평구 응암로 164,2,2
11202904,코리아병원,병원,02-2281-9999,(130838),서울특별시 동대문구 장한로 143,2,3
11202947,의료법인현창의료재단서서울병원,병원,02-313-9151,(120819),서울특별시 서대문구 신촌로37길 10,4,3
11203005,더와이즈황병원,병원,02-2695-3500,(157874),서울특별시 강서구 화곡로 188,1,2
11203021,한솔병원,병원,02-413-6363,(138844),서울특별시 송파구 송파대로 445,1,2
11203048,의료법인정애의료재단서울초이스병원,병원,02-473-0620,(138873),서울특별시 송파구 올림픽로 579,5,3
11203056,서울재활병원,병원,02-6020-3000,(122716),서울특별시 은평구 갈현로11길 30,2,1
11203242,강서연세병원,병원,02-2658-5114,(157862),서울특별시 강서구 양천로 712,2,5
11203269,서부병원,병원,02-3156-5000,(122907),서울특별시 은평구 은평로 133,3,2
11203315,신촌연세병원,병원,02-337-7582,(121854),서울특별시 마포구 서강로 110,4,5
11203404,강남베드로병원,병원,02-554-3472,(135859),서울특별시 강남구 남부순환로 2649,3,2
11203439,의료법인성석의료재단동작경희병원,병원,02-822-8112,(156840),서울특별시 동작구 상도로 146,1,4
11203455,의료법인장원의료재단송파성모병원,병원,02-406-3580,(138818),서울특별시 송파구 거마로 68,2,4
11203528,청화병원,병원,02-815-3788,(156806),서울특별시 동작구 장승배기로 108,1,2
11203579,의료법인제일병원,병원,02-586-5557,(137841),서울특별시 서초구 서초대로 116,2,5
11203609,동서울병원,병원,02-926-9171,(130811),서울특별시 동대문구 왕산로 18,1,4
11203633,동인병원,병원,02-2293-1121,(133856),서울 성동구 하왕십리동 846-10,1,3
11203668,서울현대병원,병원,02-1588-6853,(142868),서울특별시 강북구 도봉로 374,2,3
11203757,메디앙병원,병원,02-496-7771,(131860),서울특별시 중랑구 면목로 473,3,3
11203790,참사랑병원,병원,02-382-7700,(122899),서울특별시 은평구 연서로 10,1,3
11203862,영동병원,병원,02-469-0019,(130843),서울특별시 동대문구 한천로 4,5,3
11203927,강동미즈여성병원,병원,02-470-9114,(134864),서울특별시 강동구 천호대로 1043,1,2
11203951,서울중앙병원,병원,02-2231-7761,(133803),서울특별시 성동구 금호산길 41,2,4
11203960,신일병원,병원,02-903-5121,(142070),서울특별시 강북구 덕릉로 73,3,3
11203978,제일정형외과병원,병원,02-6202-6886,(135919),서울특별시 강남구 테헤란로 332,1,2
11203994,웰튼병원,병원,02-2690-2000,(157280),서울특별시 강서구 강서로 318,2,2
11204044,포미즈여성병원,병원,02-2651-7500,(158808),서울특별시 양천구 공항대로 610,2,4
11204079,나누리병원,병원,02-3446-9797,(135816),서울특별시 강남구 언주로 731,1,1
11204133,정동병원,병원,02-810-7900,(156830),서울특별시 동작구 양녕로 283,3,2
11204150,의료법인제민의료재단동서병원,병원,02-337-1110,(120830),서울특별시 서대문구 성산로 365-14,1,2
11204214,솔병원,병원,02-2064-7575,(157851),서울특별시 강서구 금낭화로 9,1,2
11204222,강남아산병원,병원,02-488-7177,(150811),서울특별시 영등포구 도신로 41,1,4
11204231,햇빛병원,병원,02-983-7771,(142815),서울특별시 강북구 도봉로 131,1,2
11204257,의료법인한국의료재단프라임병원,병원,02-975-7500,(131847),서울특별시 중랑구 공릉로 76,4,4
11204265,서울양병원,병원,02-480-8000,(134814),서울특별시 강동구 천호대로 1159,1,1
11204290,모네여성병원,병원,02-939-0300,(139816),서울특별시 노원구 노원로 416,1,1
11204303,바로선병원,병원,02-1666-5853,(132928),서울특별시 도봉구 도봉로 628,2,3
11204311,송파병원,병원,02-2202-0033,(138841),서울특별시 송파구 백제고분로 268,1,4
11204401,대항병원,병원,02-6388-8114,(137820),서울특별시 서초구 남부순환로 2151,1,1
11204443,신촌리더스병원,병원,02-335-5117,(121881),서울특별시 마포구 서강로 82,1,3
11204460,강남중앙병원,병원,02-853-4600,(151876),서울특별시 관악구 남부순환로 1449,4,3
11204494,반도정형외과병원,병원,02-2252-0202,(100834),서울특별시 중구 동호로 202,2,3
11204508,서울병원,병원,02-980-1181,(142809),서울특별시 강북구 도봉로 114,1,2
11204516,서울특별시북부병원,병원,02-2036-0200,(131802),서울특별시 중랑구 양원역로 38,1,2
11204541,메디아이여성병원,병원,02-936-2122,(139816),서울특별시 노원구 노원로 448,2,1
11204575,의료법인백산의료재단친구병원,병원,02-470-1211,(134750),서울특별시 강동구 올림픽로 684,2,4
11204591,힘찬병원,병원,02-3219-9114,(158806),서울특별시 양천구 신목로 120,1,2
11204605,은평연세병원,병원,02-388-8114,(122819),서울특별시 은평구 서오릉로 149,3,3
11204613,뉴강서성심병원,병원,02-2665-0911,(157849),서울특별시 강서구 양천로 45-5,3,5
11204656,누네안과병원,병원,"02-2086-7770,4",(135841),서울특별시 강남구 선릉로 404,1,1
11204681,메디힐병원,병원,02-2604-7551,(158745),서울특별시 양천구 남부순환로 331,3,4
11204711,조앤조병원,병원,02-433-3336,(131230),서울특별시 중랑구 망우로 474,5,2
11204761,송파청병원,병원,02-2202-3114,(138832),서울특별시 송파구 백제고분로 488,3,2
11204770,브레인병원,병원,02-2211-2200,(130839),서울특별시 동대문구 장한로32길 7,2,3
11204788,더본병원,병원,02-587-2299,(156824),서울특별시 동작구 동작대로 67,5,3
11204818,올림픽병원,병원,02-1644-2119,(138842),서울특별시 송파구 백제고분로 283,4,3
11204931,연세에스병원,병원,02-515-1191,(135822),서울특별시 강남구 학동로4길 7,4,4
11204966,에이치큐브병원,병원,02-900-2000,(132904),서울특별시 도봉구 도봉로 604,2,1
11204974,연세방병원,병원,02-977-7477,(139801),서울특별시 노원구 동일로197길 11,1,2
11205032,민병원,병원,02-982-3114,(142812),서울특별시 강북구 도봉로 187,4,3
11205041,새서울병원,병원,02-930-5858,(139837),서울특별시 노원구 동일로 1678,1,2
11205083,더조은병원,병원,02-591-3777,(135815),서울특별시 강남구 논현로 705,2,3
11205113,안세병원,병원,02-541-1541,(135954),서울특별시 강남구 도산대로 417,3,3
11205130,허리나은병원,병원,02-472-0114,(134840),서울특별시 강동구 천호대로 1012,2,2
11205156,비에비스나무병원,병원,02-519-8800,(135819),서울특별시 강남구 선릉로 751,1,2
11205211,금강아산병원,병원,02-799-5000,(140907),서울특별시 용산구 이촌로 318,1,4
11205237,제니스병원,병원,02-3436-8888,(143819),서울특별시 광진구 자양로 215,2,1
11205270,케이에스병원,병원,02-538-0075,(135916),서울특별시 강남구 선릉로 571,1,3
11205288,서울복지병원,병원,02-845-0777,(150814),서울특별시 영등포구 도림로 144,3,4
11205334,선한목자병원,병원,02-557-1004,(135717),서울특별시 강남구 논현로 507,1,2
11205351,강남힘찬병원,병원,02-1577-9229,(138848),서울특별시 송파구 백제고분로 407,1,2
11205369,강서송도병원,병원,02-2659-0600,(157930),서울특별시 강서구 공항대로 315,1,3
11205393,의료법인상원의료재단강북힘찬병원,병원,02-02-1577-9229,(132923),서울특별시 도봉구 도봉로 446,2,2
11205407,하나이비인후과병원,병원,02-6925-1111,(135514),서울특별시 강남구 역삼로 245,1,3
11205415,서울스타병원,병원,02-2604-9300,(157010),서울특별시 강서구 강서로 206,3,3
11205458,튼튼병원,병원,02-1588-7562,(122825),서울특별시 은평구 통일로 636,1,4
11205504,의료법인서광의료재단성북중앙병원,병원,02-919-3404,(136858),서울특별시 성북구 종암로 72,2,3
11205539,정병원,병원,02-900-9942,(132896),서울특별시 도봉구 도봉로 639,1,5
11205555,강서힘찬병원,병원,02-3660-1136,(157930),서울특별시 강서구 강서로56길 38,2,2
11205563,연세사랑병원,병원,02-3473-0114,(137820),서울특별시 서초구 효령로 10,5,1
11205598,서울연세병원,병원,02-2293-7582,(133866),서울특별시 성동구 왕십리로 296,1,3
11205610,새움병원,병원,02-862-6000,(153806),서울특별시 금천구 시흥대로 449,4,3
11205628,명지춘혜병원,병원,02-3284-7777,(150816),서울특별시 영등포구 대림로 223,1,1
11205636,서울SKY병원,병원,02-3400-1000,(138801),서울특별시 송파구 중대로 191,1,3
11205644,튼튼병원,병원,1588-7562,(152880),서울특별시 구로구 시흥대로 547,2,3
11205679,서울병원,병원,02-405-8500,(138160),서울특별시 송파구 오금로 290,5,3
11205687,강남수(SOO)병원,병원,02-421-7100,(138837),서울특별시 송파구 삼전로 94,1,3
11205717,강서나누리병원,병원,02-1688-9797,(157884),서울특별시 강서구 가로공원로 187,1,2
11205768,서울특별시서울의료원강남분원,병원,02-3430-0260,(135740),서울특별시 강남구 봉은사로114길 43,2,2
11205784,튼튼병원,병원,02-1588-7562,(130838),서울특별시 동대문구 답십리로 261,1,3
11205814,서울특별시서남병원,병원,02-6300-9000,(158070),서울특별시 양천구 신정이펜1로 20,1,2
11205822,의선의료재단선한이웃병원,병원,02-914-2000,(139841),서울특별시 노원구 화랑로 323,4,2
11205831,목동삼성병원,병원,02-2676-0606,(150862),서울특별시 영등포구 영등포로18길 10,2,4
11205849,은평힘찬병원,병원,02-3156-8235,(122834),서울특별시 은평구 서오릉로 45,1,2
11205857,굿조인트병원,병원,02-402-8875,(138814),서울특별시 송파구 오금로 513,2,2
11205890,의료법인풍산의료재단동부제일병원,병원,02-437-5011,(131802),서울특별시 중랑구 망우로 511,2,3
11205911,서울프라임병원,병원,02-464-2700,(133832),서울특별시 성동구 동일로 133,1,3
11205920,린여성병원,병원,02-2244-1212,(130842),서울특별시 동대문구 답십리로 266,2,2
11205962,공안과병원,병원,02-480-5000,(134841),서울특별시 강동구 풍성로37길 45,3,1
11205971,태릉마이크로병원,병원,02-970-0900,(139808),서울특별시 노원구 동일로 987,1,2
11205989,씨티병원,병원,02-2615-5005,(152894),서울특별시 구로구 경인로 176,1,3
11205997,강동연세병원,병원,02-1899-0102,(134867),서울특별시 강동구 올림픽로 742,3,4
11300647,메리힐의원,의원,02-2266-3793,(100300),서울특별시 중구 충무로 40-1,3,1
11300736,김기헌이비인후과의원,의원,02-548-2622,(135818),서울특별시 강남구 학동로 203,5,2
11300825,대혜의원,의원,02-2266-6963,(100861),서울특별시 중구 수표로 10,1,5
11301082,강남의원,의원,02-593-3606,(137806),서울특별시 서초구 서래로 48,1,2
11301473,송파제일의원,의원,02-417-1262,(138852),서울특별시 송파구 오금로 176,1,4
11301554,대신의원,의원,02-752-1232,(100800),서울특별시 중구 세종대로 20-1,3,5
11301643,덕수의원,의원,02-392-9075,(100858),서울특별시 중구 중림로 37,4,5
11301716,진이비인후과의원,의원,02-2234-9193,(100827),서울특별시 중구 다산로 114-1,1,1
11302151,용아의원,의원,02-3426-8549,(134830),서울특별시 강동구 양재대로 1626,5,5
11302291,우리의원,의원,02-752-8657,(100806),서울특별시 중구 퇴계로6길 8,1,4
11302348,동신의원,의원,02-379-8293,(110847),서울특별시 종로구 평창길 5,3,1
11302551,원이비인후과의원,의원,02-738-1036,(110035),서울특별시 종로구 자하문로 63,4,3
11302852,전굉필소아과의원,의원,02-547-5155,(137810),서울특별시 서초구 사평대로 365,1,1
11303441,도울내과의원,의원,02-2604-3923,(157924),서울특별시 강서구 화곡로 161,3,2
11303824,고려조광의원,의원,02-763-6000,(110123),서울특별시 종로구 종로 111-2,2,-
11304651,이영복이비인후과의원,의원,02-484-1132,(134814),서울특별시 강동구 천호대로 1135,1,3
11304723,문이비인후과의원,의원,02-763-3426,(110876),서울특별시 종로구 종로 347,2,1
11304987,유이비인후과의원,의원,02-923-9232,(110827),서울특별시 종로구 숭인동길 1,5,3
11305258,은내과의원,의원,02-967-1779,(130827),서울특별시 동대문구 이문로 188,1,5
11305860,현이비인후과의원,의원,02-396-2340,(120841),서울특별시 서대문구 홍은중앙로 102,4,3
11306017,원의원,의원,02-2245-7709,(130851),서울특별시 동대문구 전농로38길 8,1,1
11306351,이내과의원,의원,02-2244-8886,(130850),서울특별시 동대문구 전농로16길 7,1,1
11306386,제동의원,의원,02-2212-7872,(130854),서울특별시 동대문구 전농로17길 1-3,1,4
11306416,박이비인후과의원,의원,02-2212-0770,(130854),서울특별시 동대문구 전농로 147,1,2
11306602,이이비인후과의원,의원,02-435-3030,(131878),서울특별시 중랑구 망우로 217,5,4
11306645,금성의원,의원,02-433-0764,(131820),서울특별시 중랑구 겸재로 105,2,5
11306807,재동의원,의원,02-433-1909,(131819),서울특별시 중랑구 봉우재로 120,5,5
11306831,구가정의학과의원,의원,02-459-6688,(135783),서울특별시 강남구 광평로51길 49,1,3
11306840,망우기독의원,의원,02-434-4516,(131230),서울특별시 중랑구 봉우재로 225,5,3
11306939,안민의원,의원,02-493-7800,(131815),서울특별시 중랑구 겸재로 180,1,4
11307111,태능제일의원,의원,02-433-5432,(131877),서울특별시 중랑구 동일로130길 6,4,4
11307200,이내과의원,의원,02-963-5757,(130867),서울특별시 동대문구 왕산로 225,3,5
11307218,김영학이비인후과의원,의원,02-963-0110,(130781),서울특별시 동대문구 약령시로 147,4,1
11307633,김소아과의원,의원,02-2297-0406,(133809),서울특별시 성동구 독서당로 300,3,1
11308036,서이비인후과의원,의원,02-466-9910,(143840),서울특별시 광진구 광나루로 351,5,4
11308176,유성현의원,의원,"02-983-6609,4609",(142776),서울특별시 강북구 인수봉로 18,1,1
11308486,호산소아청소년과의원,의원,02-783-7004,(150889),서울특별시 영등포구 국제금융로7길 22,3,5
11308494,이성수의원,의원,02-444-7877,(143825),서울특별시 광진구 자양로 104,4,4
11308907,시원이비인후과의원,의원,02-2293-7769,(133882),서울특별시 성동구 왕십리로 328,2,3
11308958,성모의원,의원,02-915-5109,(136836),서울특별시 성북구 장위로 46-1,1,5
11309024,이정균내과의원,의원,02-915-0443,(136120),서울특별시 성북구 화랑로19길 84,1,5
11309032,권소아과의원,의원,02-915-0133,(136120),서울특별시 성북구 화랑로23길 4,5,5
11309211,에이치엘의원,의원,02-786-7921,(150968),서울특별시 영등포구 여의공원로 101,1,2
11309245,신일의원,의원,02-912-3672,(136130),서울특별시 성북구 오패산로3길 158,5,4
11309482,성신의원,의원,02-983-6063,(136110),서울특별시 성북구 숭인로 16,3,2
11309733,황내과의원,의원,02-914-5308,(136877),서울특별시 성북구 보국문로11길 18-2,3,5
11310448,김제봉의원,의원,02-923-1114,(136071),서울특별시 성북구 인촌로7다길 21,3,5
11310626,박이비인후과의원,의원,02-423-5807,(138796),서울특별시 송파구 신천로 45,1,1
11310774,인애의원,의원,02-915-7918,(136831),서울특별시 성북구 장월로 159,1,5
11310804,이이비인후과의원,의원,02-996-1441,(142877),서울특별시 강북구 삼양로 434,3,1
11310871,인화의원,의원,02-907-2266,(142876),서울특별시 강북구 도봉로 405,4,5
11310901,제중의원,의원,02-996-6594,(142872),서울특별시 강북구 삼양로 416,3,5
11310952,심외과의원,의원,02-902-2963,(142872),서울특별시 강북구 수유로 83,5,5
11311011,성신이비인후과의원,의원,02-989-3162,(142874),서울특별시 강북구 도봉로 277,2,1
11311045,제세의원,의원,02-989-1274,(142873),서울특별시 강북구 덕릉로 62,2,2
11311061,박내과의원,의원,02-990-4575,(142878),서울특별시 강북구 도봉로 337,5,4
11311215,이성환내과의원,의원,02-989-9741,(142811),서울특별시 강북구 도봉로 201-1,4,1
11311274,최민호소아과의원,의원,02-988-2466,(142827),서울특별시 강북구 삼양로 166,5,1
11311371,조이비인후과의원,의원,02-981-3219,(142805),서울특별시 강북구 도봉로 53,2,3
11311452,마이비인후과의원,의원,02-988-1185,(142805),서울특별시 강북구 도봉로 79,4,5
11311622,유외과의원,의원,02-954-0237,(132819),서울특별시 도봉구 도봉로 813,1,3
11311673,이영수의원,의원,02-992-6353,(132866),서울특별시 도봉구 도봉로 477,1,5
11311771,성서의원,의원,02-391-9595,(120847),서울특별시 서대문구 모래내로17길 80-10,5,5
11311894,김성전이비인후과의원,의원,02-324-9127,(121807),서울특별시 마포구 신촌로 92,5,4
11311991,양회섭내과의원,의원,02-334-0363,(121898),서울특별시 마포구 동교로 178,1,1
11312360,새서울의원,의원,02-324-3330,(121888),서울특별시 마포구 포은로 43,3,3
11312980,동민외과의원,의원,02-395-2008,(120859),서울특별시 서대문구 통일로 467,1,5
11313013,성제의원,의원,02-379-9228,(120859),서울특별시 서대문구 통일로37길 3,1,5
11313196,청수의원,의원,02-355-9464,(122896),서울특별시 은평구 역말로 78,4,4
11313340,서내과의원,의원,02-387-3512,(122900),서울특별시 은평구 연서로 75,1,5
11313382,인제의원,의원,02-359-8381,(122859),서울특별시 은평구 연서로 246,4,3
11313447,김유성이비인후과의원,의원,02-363-7750,(120070),서울특별시 서대문구 통일로 199,5,5
11313463,이상문이비인후과의원,의원,02-2642-3566,(158819),서울특별시 양천구 등촌로 28,1,2
11313790,권이비인후과의원,의원,02-362-0660,(121859),서울특별시 마포구 신촌로 266-1,4,4
11313862,신촌이비인후과의원,의원,02-324-1329,(120834),서울특별시 서대문구 연세로 3-3,1,2
11313901,주의원,의원,02-336-2146,(120834),서울특별시 서대문구 연세로 3-3,5,2
11314001,위풍환이비인후과의원,의원,02-324-2741,(120836),서울특별시 서대문구 신촌로 23,3,1
11314028,순천의원,의원,02-336-4686,(120825),서울특별시 서대문구 연희로11길 7,1,2
11314354,양생의원,의원,02-372-6363,(122878),서울특별시 은평구 수색로 272-1,4,5
11314389,수색성모의원,의원,02-372-7216,(122878),서울특별시 은평구 수색로 271,5,5
11314630,장소아과의원,의원,02-359-3303,(122837),서울특별시 은평구 통일로71길 32-4,3,3
11314753,이소아과의원,의원,02-355-6375,(122858),서울특별시 은평구 통일로66길 1,1,1
11314788,류영묵의원,의원,02-359-8996,(122837),서울특별시 은평구 진흥로 185,5,5
11314826,녹십자의원,의원,02-355-1487,(122837),서울특별시 은평구 통일로 719,4,5
11314851,김광회내과의원,의원,02-355-7202,(122861),서울특별시 은평구 연서로 268,3,2
11314893,이상각이비인후과의원,의원,02-355-7670,(122842),서울특별시 은평구 통일로 833,5,1
11315261,곽의원,의원,02-2602-3186,(157010),서울특별시 강서구 화곡로 188-1,1,2
11315288,서울정형외과의원,의원,02-2642-6617,(158811),서울특별시 양천구 공항대로 534,2,5
11315415,협동의원,의원,02-2662-0662,(157853),서울특별시 강서구 개화동로23길 108,5,5
11315512,선왕주내과의원,의원,02-2604-7655,(157918),서울특별시 강서구 강서로 247,3,1
11315571,황외과의원,의원,02-2695-6300,(157010),서울특별시 강서구 월정로 140,5,4
11315881,정재봉외과의원,의원,02-878-0747,(151853),서울특별시 관악구 신림로 250,3,5
11316047,성모이비인후과의원,의원,02-795-6653,(140875),서울특별시 용산구 한강대로 68-2,4,3
11316161,용강의원,의원,02-793-1061,(140823),서울특별시 용산구 장문로 98,1,3
11316586,대한결핵협회부설복십자의원,의원,02-793-4891,(140872),서울특별시 용산구 한강대로40길 26,4,3
11316748,양이비인후과의원,의원,02-754-1366,(140806),서울특별시 용산구 한강대로 304,4,1
11316926,연세성모의원,의원,02-2285-6189,(110836),서울특별시 종로구 종로 226,5,5
11316942,구이비인후과의원,의원,02-784-3634,(150889),서울특별시 영등포구 여의대방로69길 28,5,5
11317001,이호섭이비인후과의원,의원,02-2678-3042,(150033),서울특별시 영등포구 영등포로 216,5,2
11317248,마리아이비인후과의원,의원,02-2635-1188,(150035),서울특별시 영등포구 영중로 52,1,1
11317434,한성의원,의원,02-2633-3729,(150802),서울특별시 영등포구 양산로 139,5,5
11317795,신창의원,의원,02-833-1228,(150824),서울특별시 영등포구 디지털로 369,1,5
11318171,박종진이비인후과의원,의원,02-2226-5973,(135516),서울특별시 강남구 일원로 33,4,2
11318350,대성의원,의원,02-833-6687,(150030),서울특별시 영등포구 신길로 227,5,5
11318406,성심가정의학과의원,의원,02-833-2490,(150858),서울특별시 영등포구 신풍로 39,5,3
11318414,인성의원,의원,02-832-4194,(150851),서울특별시 영등포구 신길로17길 2,1,1
11318457,서래의원,의원,02-536-1974,(137806),서울특별시 서초구 서래로 31,2,2
11318929,장안의원,의원,02-802-0853,(153857),서울특별시 금천구 시흥대로66길 5,5,5
11319216,유이비인후과의원,의원,02-878-4218,(151711),서울특별시 관악구 신림로 318,4,2
